IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
02457704;2;2;44;7;2;1;2;26;;2 286,04;8 177,59;4;GZ;32
02458441;1;1;57;5;1;2;1;43;;3 880,62;;3;MN;24
02458747;1;1;33;6;2;1;1;52;;5 095,43;2 683,18;3;OQ;52
02458747;2;1;33;6;2;2;2;23;;1 261,83;;6;AZ;52
02459907;1;2;32;3;1;2;1;32;;2 855,27;;9;BE;28
02461627;1;1;52;6;1;1;1;51;;10 000,00;860,18;10;OQ;11
02462231;1;2;36;9;1;1;1;40;;1 701,85;;2;GZ;11
02462968;1;1;21;3;1;1;9;39;;2 092,15;637,21;5;GZ;93
02469320;1;1;20;4;1;1;1;34;;1 987,92;694,21;4;GZ;32
02469320;2;1;20;4;1;3;9;99;;720,35;;4;OQ;76
02469493;1;1;49;4;1;1;1;47;;4 256,70;999 999,00;10;RU;32
02469493;2;1;49;4;1;1;1;39;;2 379,05;;1;JZ;32
02469724;1;1;42;6;2;1;1;40;;999 999,00;;1;OQ;11
02470078;1;1;61;3;1;1;1;41;;1 733,65;;5;GZ;11
02470205;1;2;45;5;1;1;1;46;;2 121,35;;3;BE;11
02472101;1;1;40;6;1;1;1;18;;5 250,94;360,80;4;OQ;32
02473056;1;1;36;1;1;1;1;42;;1 970,63;48,19;1;BE;44
02474207;1;2;40;1;2;1;2;29;;2 347,45;;9;OQ;32
02474563;1;1;26;9;2;1;1;34;;1 168,47;1 028,41;0;AZ;27
02475014;1;1;29;3;2;1;1;40;4;2 891,08;;6;GZ;76
02475014;2;1;29;3;2;1;1;31;;999 999,00;;13;MN;11
02475248;1;1;57;5;1;2;1;47;;2 271,94;;0;AZ;44
02477007;1;1;45;9;1;2;9;35;;1 861,75;;1;GZ;84
02479661;1;1;31;5;1;2;1;33;;999 999,00;1 305,29;3;AZ;11
02480957;1;2;45;6;2;1;2;18;;823,44;390,16;2;FZ;24
02482411;1;1;28;5;1;3;1;42;;1 328,32;;3;OQ;27
02482826;1;1;38;2;1;1;1;33;;1 479,87;;4;FZ;24
02483063;1;2;51;3;1;1;1;49;;3 770,18;1 100,41;26;OQ;84
02483558;1;2;24;4;1;1;2;29;;1 030,73;;1;OQ;93
02483558;2;2;24;4;1;1;2;25;;950,48;;5;MN;76
02484955;1;2;29;4;1;1;1;44;;2 391,11;999 999,00;0;GZ;52
02489356;1;2;44;7;1;1;2;30;;5 250,24;;28;OQ;76
02489573;1;2;56;7;1;1;1;40;;6 326,57;;17;OQ;84
02490131;1;1;52;6;1;1;1;52;;4 591,82;;22;BE;75
02490766;1;1;43;6;2;1;1;35;;999 999,00;;8;BE;32
02493376;1;1;23;5;2;2;1;45;;4 207,00;;6;OQ;24
02494879;1;1;24;7;1;2;1;40;;999 999,00;;1;JZ;11
02496040;1;2;33;3;2;1;1;37;;1 269,28;1 645,54;2;BE;75
02496459;1;1;44;1;1;1;1;52;;2 207,54;999 999,00;5;OQ;28
02498072;1;2;53;5;1;1;2;27;4;1 464,13;;1;RU;28
02500143;1;2;40;2;1;1;1;42;;2 498,78;;2;MN;11
02500340;1;1;34;3;1;1;1;40;;2 412,42;449,99;7;HZ;11
02503225;1;1;46;7;1;1;9;25;;2 966,50;;1;GZ;76
02503274;1;1;31;6;2;1;1;38;;2 615,70;;5;MN;28
02503438;1;2;63;3;1;1;1;33;;2 439,40;531,36;27;MN;76
02503682;1;2;29;3;3;8;2;47;2;0,00;;-1;OQ;44
02504204;1;1;26;1;2;1;1;40;;2 783,13;3 891,66;2;AZ;32
02505822;1;1;74;7;1;1;1;44;;4 827,35;;7;BE;93
02507762;1;1;74;4;1;1;1;29;;2 932,18;;0;OQ;11
02508196;1;1;36;3;2;1;1;47;;999 999,00;;3;FZ;27
02508881;1;2;49;3;1;3;1;47;;2 509,96;;2;OQ;53
02509986;1;1;31;4;1;1;9;14;;1 799,88;;0;BE;52
02510460;1;2;51;5;2;1;1;24;;4 020,90;;1;MN;76
02510988;1;1;69;4;1;1;1;45;1;4 685,57;1 114,73;19;OQ;28
02511546;1;1;30;3;1;1;1;27;;1 622,62;1 058,30;6;GZ;93
02512597;1;2;44;7;1;1;2;18;;2 306,22;726,23;9;OQ;11
02513757;1;2;43;6;1;1;1;51;;999 999,00;;2;GZ;44
02514719;1;1;29;6;1;1;9;41;;3 004,50;;1;OQ;76
02517278;1;1;37;4;1;1;2;99;;1 968,86;1 553,50;4;BE;44
02518254;1;1;31;3;3;8;1;58;;0,00;;-1;GZ;28
02521508;1;2;44;4;1;1;2;30;;2 085,25;;15;OQ;24
02521857;1;2;37;7;2;1;1;28;;4 291,55;235,48;9;GZ;27
02522136;1;1;66;5;2;1;1;31;;5 621,55;347,44;1;BE;76
02523563;1;1;22;6;1;2;1;25;1;10 000,00;;5;OQ;75
02524271;1;1;31;5;2;1;9;46;;2 712,22;;2;GZ;84
02524452;1;2;54;4;2;1;9;35;1;2 782,21;186,60;2;AZ;32
02525719;1;2;48;1;1;1;1;35;;1 478,37;;3;MN;75
02528094;1;2;55;7;1;1;1;36;;8 585,47;1 618,29;3;MN;84
02528094;2;2;55;7;1;1;1;30;1;5 694,23;1 946,85;2;OQ;44
02529626;1;1;53;5;1;1;1;44;;2 241,69;;10;GZ;27
02529626;2;1;53;5;1;1;2;21;;999 999,00;1 366,48;1;GZ;84
02531358;1;2;32;4;2;1;1;38;;2 064,53;1 412,78;3;OQ;75
02532397;1;1;31;4;2;1;2;24;;970,82;629,99;2;OQ;44
02532856;1;2;64;7;1;1;9;13;;1 591,11;518,90;6;MN;53
02533251;1;1;20;4;2;1;1;44;4;1 898,22;;4;AZ;28
02534069;1;2;47;3;2;1;1;34;;2 566,55;;7;MN;11
02535726;1;2;29;5;2;1;1;47;;1 643,92;;10;GZ;32
02537501;1;2;50;3;1;1;2;22;;1 004,21;;4;MN;84
02539427;1;1;33;5;2;1;1;39;;3 481,82;511,73;5;OQ;11
02541144;1;1;28;3;1;1;1;43;;1 380,72;1 305,69;7;BE;76
02541144;2;1;28;3;1;1;9;35;;1 710,01;269,47;12;GZ;84
02544684;1;2;60;7;1;1;2;12;;999 999,00;1 486,80;4;BE;44
02546445;1;1;62;9;1;1;1;43;;999 999,00;;13;BE;11
02546445;2;1;62;9;1;1;2;29;;1 543,84;3 541,92;16;HZ;84
02547335;1;2;26;6;3;8;1;52;;0,00;;-1;GZ;32
02547641;1;1;20;1;2;2;1;45;;1 045,72;659,14;4;GZ;27
02549505;1;2;52;3;2;1;1;41;;2 196,52;;15;OQ;84
02549757;1;1;74;1;1;1;2;23;;1 593,84;;0;MN;28
02550844;1;1;32;1;1;1;1;39;;2 012,62;;0;OQ;75
02554461;1;2;52;3;1;1;2;23;;1 991,25;520,69;2;BE;44
02558730;1;1;37;3;1;1;1;43;;740,43;;3;BE;76
02558763;1;2;63;6;1;1;2;25;;3 839,45;;9;OQ;76
02559223;1;2;45;5;1;1;2;14;;999 999,00;2 436,16;5;GZ;76
02563285;1;1;44;9;2;1;9;31;;3 796,45;;8;JZ;11
02563835;1;2;54;2;1;1;1;41;;1 012,73;;3;GZ;93
02565563;1;1;22;2;1;1;9;40;;1 643,88;;2;BE;84
02568123;1;1;36;5;1;1;1;35;;3 008,86;;10;FZ;52
02568123;2;1;36;5;1;1;2;19;;1 556,36;;20;MN;52
02568968;1;1;28;4;1;1;1;30;2;1 597,98;465,80;5;BE;32
02570627;1;2;48;3;2;1;1;31;;2 028,21;;5;MN;75
02571088;1;2;59;1;1;1;1;35;;1 055,28;;0;OQ;52
02571139;1;2;46;1;1;1;2;15;;1 023,26;246,01;4;FZ;84
02571744;1;1;45;6;2;1;1;38;;1 850,18;;1;JZ;11
02573866;1;1;59;3;1;3;1;44;;3 104,56;;3;GZ;84
02573973;1;1;40;9;1;1;1;42;;2 856,32;927,47;11;FZ;44
02575336;1;2;40;2;1;2;1;36;;1 864,88;653,11;14;BE;28
02575807;1;1;21;2;3;8;1;60;;0,00;;-1;RU;84
02576002;1;2;47;4;1;1;2;18;1;1 119,05;204,87;2;BE;84
02576179;1;2;61;9;1;1;2;12;4;1 132,81;141,01;7;JZ;53
02576787;1;2;44;2;2;1;1;37;;1 244,88;;10;OQ;27
02578225;1;1;45;3;2;1;2;26;;999 999,00;;7;MN;32
02580043;1;2;57;3;1;1;1;25;;2 873,56;;13;BE;44
02580043;2;2;57;3;1;1;2;29;;2 029,52;382,19;10;AZ;24
02580230;1;2;34;3;1;1;1;39;;2 792,17;;3;OQ;93
02580528;1;2;30;3;1;2;1;43;;2 444,56;;6;GZ;11
02580812;1;2;27;4;1;1;1;37;;2 278,47;2 494,71;11;OQ;84
02588323;1;2;31;7;1;1;1;47;1;2 196,76;;1;OQ;11
02588571;1;1;31;3;1;1;1;33;;3 429,71;;1;BE;44
02590486;1;2;46;1;1;2;1;32;;1 443,80;1 343,71;5;BE;76
02591581;1;2;38;7;2;1;2;25;1;1 753,36;;6;OQ;32
02591936;1;1;47;7;1;1;2;28;;1 641,28;244,86;4;GZ;75
02593849;1;2;55;4;1;1;1;44;;2 209,20;;4;OQ;11
02593849;2;2;55;4;1;2;2;28;;1 435,07;;7;RU;11
02594804;1;2;74;4;1;1;2;13;;1 187,06;528,84;3;GZ;76
02594841;1;2;54;7;1;1;1;39;;3 428,26;999 999,00;24;RU;52
02597305;1;2;40;1;1;1;2;10;;857,35;371,52;0;GZ;44
02598208;1;1;38;6;1;1;1;39;;8 752,69;2 326,37;4;GZ;84
02598753;1;2;53;9;1;1;2;28;;1 367,21;;11;BE;11
02602124;1;2;28;4;2;1;1;32;;2 543,09;1 740,44;4;OQ;27
02604639;1;1;54;2;1;1;1;38;;2 452,47;2 552,44;1;OQ;53
02604751;1;2;20;3;1;2;2;23;;1 027,80;1 563,04;4;GZ;11
02607168;1;1;45;2;1;1;1;38;;2 698,36;1 192,66;4;GZ;32
02607544;1;2;33;3;1;1;1;40;1;3 014,51;;5;JZ;75
02609045;1;1;52;4;2;1;1;37;;1 554,00;;7;GZ;32
02610237;1;1;59;1;1;1;1;38;;2 149,29;;4;FZ;44
02610237;2;1;59;1;1;2;2;15;;1 929,79;;10;RU;28
02610247;1;2;38;4;1;1;2;8;;999 999,00;;4;MN;84
02612225;1;2;40;4;1;1;2;10;;999 999,00;1 246,95;0;FZ;93
02614605;1;2;46;6;1;9;2;15;;1 670,49;;2;GZ;11
02615143;1;2;52;9;1;1;1;35;;1 914,63;539,58;1;BE;93
02616719;1;2;34;1;1;1;1;48;;909,29;492,36;1;RU;24
02617833;1;1;43;6;1;1;1;35;;3 924,27;;4;BE;75
02619734;1;2;45;4;1;1;2;30;;1 468,47;881,61;1;OQ;53
02619910;1;2;31;5;1;2;1;37;;999 999,00;;4;MN;44
02622008;1;1;56;6;1;2;1;43;;3 988,32;2 935,03;4;MN;11
02624032;1;2;66;3;2;1;1;41;1;2 133,32;2 155,84;3;MN;28
02624032;2;2;66;3;2;1;2;13;;2 835,69;599,27;13;AZ;11
02628549;1;1;26;2;1;1;1;33;;1 530,90;;10;RU;76
02629947;1;2;38;4;1;2;1;37;;2 086,07;;2;JZ;93
02630132;1;1;49;1;2;1;1;32;;1 532,80;200,98;3;BE;75
02632583;1;2;25;5;1;9;2;9;2;2 243,43;;9;MN;84
02634813;1;1;58;7;1;1;1;37;;5 914,76;;3;GZ;84
02634813;2;1;58;7;1;1;1;40;;999 999,00;;1;MN;76
02637450;1;1;20;3;1;1;1;99;;1 801,64;1 969,88;4;BE;93
02638118;1;2;54;2;1;2;2;21;;881,80;;3;GZ;75
02638118;2;2;54;2;1;2;1;47;;4 973,63;;7;GZ;52
02639890;1;1;46;7;1;3;1;99;;3 315,95;970,75;1;OQ;44
02642213;1;1;46;4;1;2;1;43;;2 808,16;2 008,10;8;BE;75
02643354;1;1;50;7;1;1;1;42;;3 753,47;;28;OQ;52
02645630;1;2;44;1;1;1;1;44;;2 342,01;4 639,07;6;JZ;27
02646013;1;2;44;6;1;1;1;35;;8 128,39;2 960,17;5;OQ;27
02646121;1;1;43;3;2;1;1;31;;2 165,61;4 825,63;3;GZ;11
02647201;1;1;64;4;1;1;1;49;;2 663,69;;5;BE;28
02648219;1;1;27;3;1;1;1;36;;1 849,51;1 530,90;7;GZ;75
02651844;1;1;25;9;1;1;1;99;;2 088,12;181,49;9;HZ;53
02651844;2;1;25;9;1;1;1;99;;2 369,72;;2;HZ;27
02652371;1;1;40;3;1;1;1;39;;2 078,85;;11;OQ;84
02652605;1;1;31;1;2;1;1;35;5;2 116,65;927,15;3;HZ;32
02652722;1;2;44;3;1;1;2;10;;1 322,24;;1;OQ;27
02653349;1;1;29;1;2;1;1;43;;2 498,05;;13;MN;11
02653634;1;1;28;4;1;1;9;44;;4 335,80;;7;FZ;11
02653634;2;1;28;4;1;1;2;18;;1 495,33;;5;GZ;93
02654993;1;2;38;1;1;1;1;32;;2 998,45;;10;GZ;84
02655508;1;1;42;6;3;8;1;35;;0,00;;-1;HZ;11
02655988;1;2;43;5;1;1;1;41;;2 287,71;;5;OQ;32
02655988;2;2;43;5;1;1;1;51;;1 958,01;;1;JZ;84
02656563;1;1;24;6;1;2;1;31;;4 146,87;;2;OQ;75
02659558;1;2;56;5;3;8;1;49;;0,00;;-1;GZ;11
02661095;1;2;44;3;1;1;1;36;;999 999,00;696,83;6;RU;24
02661095;2;2;44;3;1;1;1;40;;4 145,01;1 104,07;2;RU;53
02661528;1;1;33;4;1;1;1;36;;1 501,44;;0;OQ;24
02663918;1;1;50;3;1;2;1;32;;2 947,37;629,61;12;AZ;93
02666381;1;2;50;5;1;2;1;43;1;5 778,49;;3;OQ;76
02667016;1;2;23;5;2;1;2;30;;2 336,93;;7;FZ;11
02667726;1;1;63;9;1;2;1;39;;999 999,00;3 427,70;5;MN;11
02670190;1;2;42;7;2;1;1;32;;999 999,00;;9;BE;11
02670190;2;2;42;7;2;1;2;12;;1 190,09;2 136,84;2;MN;24
02671530;1;2;61;6;2;2;1;40;;999 999,00;;6;OQ;93
02672807;1;1;28;6;1;1;1;41;;2 461,83;430,79;4;RU;53
02673018;1;1;28;4;1;1;1;52;;2 895,17;;4;MN;44
02673265;1;1;53;3;1;1;1;29;;2 691,69;;1;RU;76
02673773;1;1;20;1;3;8;1;58;;0,00;;-1;MN;11
02675463;1;1;60;2;1;2;9;38;;3 016,55;1 337,38;5;MN;76
02676252;1;2;63;4;3;8;2;23;;0,00;;-1;OQ;76
02678769;1;2;34;9;1;1;1;41;;2 713,25;999 999,00;2;OQ;44
02679790;1;2;43;5;1;2;1;49;;3 386,00;;8;OQ;84
02680490;1;1;23;7;3;8;1;47;;0,00;;-1;HZ;52
02681210;1;2;46;7;1;2;2;19;;2 592,90;1 068,23;2;MN;11
02681710;1;1;39;7;3;8;1;46;;0,00;;-1;BE;52
02683953;1;2;57;6;3;8;2;49;;0,00;;-1;OQ;84
02684655;1;1;49;1;2;1;1;39;5;2 395,45;265,12;2;GZ;52
02685982;1;1;44;6;1;1;9;44;;3 283,57;;10;OQ;28
02686467;1;1;26;4;1;3;1;31;;1 554,31;1 199,23;1;FZ;44
02687366;1;1;47;6;2;1;1;46;;5 251,59;264,83;19;GZ;93
02687556;1;1;28;1;2;1;1;37;;2 692,84;;0;OQ;11
02688859;1;2;56;3;1;1;2;15;;999 999,00;3 968,94;1;RU;32
02692726;1;1;20;4;1;1;1;41;;1 232,90;;4;GZ;84
02694967;1;2;35;3;1;1;2;11;;717,64;829,73;2;OQ;84
02695612;1;1;68;5;1;1;1;44;;8 587,75;207,00;31;OQ;76
02696167;1;2;61;3;3;8;1;58;;0,00;;-1;GZ;32
02696256;1;2;71;4;1;1;1;26;;2 392,41;181,99;18;OQ;44
02697121;1;1;50;6;1;1;1;45;1;3 269,28;2 099,37;17;BE;84
02697312;1;2;30;5;1;1;2;27;;1 532,04;;14;BE;84
02697312;2;2;30;5;1;1;2;9;;1 282,86;573,40;5;OQ;11
02697931;1;1;27;6;1;1;1;60;;5 613,57;;11;BE;75
02697954;1;2;46;5;3;8;1;56;;0,00;;-1;OQ;75
02698260;1;1;38;5;1;1;1;42;;1 509,88;;1;JZ;75
02698353;1;1;59;6;1;1;1;37;;2 213,21;;1;OQ;84
02699296;1;1;43;6;2;9;1;52;;6 481,10;;9;MN;84
02700820;1;1;27;2;1;2;1;38;1;1 949,07;999 999,00;8;RU;44
02701075;1;1;46;4;2;3;1;23;2;2 782,23;;0;OQ;32
02701336;1;1;34;7;1;1;1;33;5;10 000,00;1 069,78;2;OQ;11
02701336;2;1;34;7;1;1;2;12;;3 361,10;;6;MN;93
02702013;1;1;41;9;1;1;1;24;;2 045,84;1 683,13;1;OQ;93
02702171;1;2;61;7;1;1;1;37;;5 065,40;999 999,00;6;GZ;84
02702200;1;2;15;4;1;1;2;99;1;680,81;999 999,00;0;BE;11
02702690;1;1;59;3;1;1;1;45;;2 141,53;;1;FZ;76
02704358;1;2;35;1;1;9;2;25;1;1 684,88;4 282,90;19;AZ;27
02706745;1;2;52;3;2;1;1;41;;2 719,67;509,67;14;BE;44
02707741;1;2;26;5;1;2;9;25;;2 836,16;;5;GZ;32
02708592;1;1;26;4;1;1;1;30;2;1 523,71;;1;GZ;76
02708653;1;1;39;7;1;1;1;33;;2 941,07;1 273,89;2;MN;93
02709410;1;2;46;4;1;1;1;22;;3 097,09;;0;GZ;75
02710255;1;2;57;7;1;1;2;9;;1 537,56;4 243,91;4;BE;76
02713044;1;2;22;7;1;1;2;25;;2 801,44;;0;OQ;32
02713478;1;2;53;5;1;1;9;60;;3 620,67;3 120,10;16;OQ;28
02713764;1;1;42;3;3;8;1;59;;0,00;;-1;HZ;93
02713978;1;2;48;5;1;1;1;37;;2 098,57;;4;OQ;32
02716107;1;2;46;4;1;2;1;33;;2 771,64;;6;HZ;44
02717026;1;1;29;7;1;1;1;36;;3 559,03;;4;RU;52
02718398;1;1;45;3;1;1;1;48;;2 942,35;1 580,79;1;GZ;24
02718709;1;2;41;7;2;1;2;17;;1 739,03;137,41;5;BE;11
02721740;1;1;49;7;2;1;1;38;;2 485,09;;1;OQ;11
02722337;1;2;55;3;1;1;9;50;;1 167,00;;8;OQ;93
02723182;1;1;56;3;1;1;1;32;;2 684,82;511,33;5;GZ;11
02724922;1;1;34;4;2;1;1;37;;1 861,61;947,39;6;OQ;11
02724968;1;2;35;3;1;3;1;35;;1 556,89;1 656,21;1;GZ;11
02726304;1;1;52;1;1;1;1;42;;2 749,95;615,79;4;OQ;11
02726809;1;1;26;5;3;8;2;32;;0,00;;-1;BE;44
02726833;1;1;51;3;3;8;1;56;1;0,00;;-1;MN;44
02727246;1;1;32;4;1;1;2;24;;1 256,42;349,80;4;HZ;27
02728521;1;1;29;5;2;1;1;43;;2 929,17;905,63;4;MN;11
02728541;1;2;54;7;3;8;2;46;;0,00;;-1;BE;93
02730068;1;1;45;3;2;1;1;28;;4 364,91;;5;GZ;93
02730109;1;2;54;7;1;1;1;34;;4 770,98;2 516,98;14;BE;11
02731102;1;1;37;7;1;3;1;37;;1 993,01;;2;HZ;84
02732081;1;2;46;1;1;1;9;44;;2 028,28;554,24;12;HZ;84
02733464;1;1;55;4;1;1;1;32;;4 712,89;2 836,99;7;BE;84
02735266;1;2;26;4;1;1;1;37;;1 662,49;;2;GZ;11
02735412;1;1;58;3;1;1;1;35;;4 573,08;;7;OQ;11
02737448;1;1;43;7;1;2;1;44;;5 778,44;;2;JZ;11
02738419;1;1;35;5;1;3;1;41;;999 999,00;1 176,60;7;HZ;84
02738860;1;2;57;7;1;1;1;39;;4 466,53;377,61;4;GZ;93
02739414;1;2;23;1;2;1;1;31;;943,39;;1;BE;44
02739453;1;1;61;4;1;1;1;29;;3 757,38;;1;OQ;32
02740434;1;2;23;6;2;1;2;23;;947,15;;7;AZ;53
02741485;1;1;22;5;1;1;1;99;;2 464,78;1 104,12;6;BE;11
02741485;2;1;22;5;1;1;2;16;;1 861,63;2 169,59;2;GZ;76
02741599;1;1;26;1;1;1;1;48;;1 981,89;;10;GZ;24
02746034;1;2;46;5;1;3;9;37;;2 967,32;;18;OQ;93
02746138;1;1;61;5;2;1;1;33;;3 274,94;;0;MN;11
02747061;1;1;42;3;1;1;1;32;;2 077,16;715,65;4;BE;52
02747842;1;1;38;4;1;1;1;47;;2 949,92;;1;JZ;11
02748604;1;1;35;3;1;1;1;42;;2 924,73;531,51;0;HZ;11
02748659;1;1;56;3;2;1;1;38;;2 256,48;;16;OQ;53
02748845;1;2;39;3;3;8;1;60;;0,00;;-1;OQ;84
02749986;1;1;22;3;1;1;1;44;;2 075,74;;1;BE;75
02751977;1;1;34;7;1;3;1;19;;2 517,77;738,93;18;GZ;27
02754452;1;2;23;5;1;2;1;35;;2 624,51;;6;GZ;53
02754979;1;1;24;6;2;2;1;33;;2 035,50;;4;GZ;27
02754979;2;1;24;6;2;1;1;45;;999 999,00;1 024,17;8;RU;24
02756117;1;2;26;5;1;2;1;32;;1 581,52;;1;HZ;44
02756212;1;2;58;3;1;1;2;21;;683,43;1 171,81;2;OQ;93
02756394;1;2;25;4;1;1;1;38;;1 920,40;;6;AZ;28
02757775;1;1;31;7;2;1;1;39;;2 763,29;982,00;4;AZ;32
02758399;1;1;60;3;1;1;9;39;;4 259,72;876,51;0;HZ;27
02759029;1;1;63;4;1;1;1;35;;4 284,63;;9;OQ;11
02759618;1;1;72;5;1;1;1;36;;3 328,16;;30;HZ;76
02759618;2;1;72;5;1;1;1;27;;2 245,04;;3;JZ;28
02761571;1;2;20;5;1;2;1;50;;3 661,41;421,29;4;GZ;11
02762004;1;1;33;7;2;1;9;33;;2 891,70;;4;HZ;11
02762853;1;2;46;7;2;1;2;10;;1 136,57;654,48;2;BE;52
02766412;1;2;52;5;1;1;1;38;;4 053,48;2 117,00;4;FZ;75
02769159;1;2;32;3;2;1;1;42;;1 546,75;310,94;7;OQ;52
02769953;1;2;46;3;3;8;2;25;;0,00;;-1;OQ;52
02771462;1;1;28;1;1;1;1;43;;1 957,44;2 213,19;3;BE;11
02772890;1;2;31;2;1;1;2;14;;821,11;;14;OQ;44
02773091;1;1;53;3;2;1;1;46;;3 126,82;;1;JZ;32
02773150;1;1;35;6;1;1;1;35;1;2 369,69;;5;JZ;84
02774077;1;1;21;7;1;1;2;11;;1 951,81;1 483,90;2;GZ;32
02774807;1;2;24;4;2;1;1;33;;1 743,67;;2;MN;44
02776626;1;2;33;4;1;1;1;37;;2 367,20;;1;GZ;84
02776794;1;1;43;1;1;1;2;8;;1 109,48;1 088,57;1;HZ;11
02776966;1;2;58;9;1;1;2;20;;1 373,55;2 212,18;6;BE;28
02782771;1;1;25;7;1;1;1;43;4;3 327,43;536,54;6;MN;76
02785560;1;2;35;3;1;1;2;26;;729,59;1 270,74;0;JZ;32
02788427;1;1;50;4;3;8;1;60;;0,00;;-1;BE;27
02788427;2;1;50;4;3;8;2;34;;0,00;;-1;RU;53
02789402;1;2;61;7;2;1;1;37;;3 209,62;;6;MN;32
02789739;1;2;30;4;1;1;1;33;2;1 883,97;999 999,00;1;BE;32
02789756;1;2;30;3;1;1;1;37;;2 381,86;;2;BE;28
02790016;1;1;26;7;1;1;1;34;2;999 999,00;1 307,52;10;HZ;76
02791834;1;1;50;7;1;2;1;43;1;4 721,97;1 470,47;6;OQ;24
02793945;1;1;48;4;1;1;1;29;;3 193,07;657,13;22;OQ;84
02794219;1;1;64;7;1;1;1;35;5;2 778,95;;19;BE;75
02795353;1;2;32;1;3;8;1;60;;0,00;;-1;OQ;28
02795678;1;2;27;7;1;1;1;40;;2 547,51;2 615,14;11;RU;75
02796356;1;1;50;3;1;1;1;40;;5 064,89;272,85;10;OQ;11
02800958;1;1;54;3;1;1;1;28;;2 448,75;;2;OQ;28
02803830;1;1;27;3;2;1;1;38;;1 160,99;;2;OQ;28
02808175;1;1;48;1;2;2;1;37;;2 271,90;1 181,10;0;GZ;76
02809459;1;2;64;4;1;1;2;14;;2 237,99;;12;MN;44
02810204;1;1;64;3;1;1;1;50;;999 999,00;;6;FZ;32
02812814;1;1;40;4;1;1;2;99;;1 014,72;;3;BE;28
02814535;1;2;59;6;3;8;2;39;;0,00;;-1;BE;44
02817158;1;2;47;5;1;1;1;47;;2 903,85;482,97;8;MN;93
02817323;1;1;64;4;2;1;1;37;;2 352,32;2 258,86;12;OQ;84
02818963;1;1;54;4;3;8;1;55;;0,00;;-1;JZ;11
02819040;1;2;21;3;2;1;2;19;;1 181,88;381,15;5;OQ;27
02821408;1;2;63;7;1;1;2;17;;3 055,66;;2;GZ;84
02821613;1;2;52;3;1;9;1;41;;1 964,70;;6;BE;11
02822720;1;2;46;1;1;1;2;8;;1 841,89;;9;BE;11
02822871;1;2;23;2;1;1;1;34;;2 033,76;1 111,97;1;AZ;28
02822871;2;2;23;2;1;1;1;36;1;2 439,00;754,27;2;OQ;11
02824088;1;1;53;9;1;1;1;25;;2 177,10;;5;GZ;76
02824088;2;1;53;9;1;2;2;16;;1 326,83;2 352,41;2;MN;44
02824385;1;1;51;6;1;2;1;37;1;2 542,38;999 999,00;4;GZ;32
02825086;1;2;40;3;1;2;1;34;;2 380,19;;21;FZ;11
02825089;1;1;28;6;1;1;1;34;;3 240,39;;0;BE;84
02825089;2;1;28;6;1;1;2;15;;999 999,00;967,30;3;OQ;11
02825894;1;1;64;7;1;2;1;38;;2 954,27;;2;OQ;84
02825894;2;1;64;7;1;2;9;17;;3 324,14;;23;BE;28
02827399;1;2;56;6;3;8;2;34;1;0,00;999 999,00;-1;MN;32
02827459;1;1;23;3;1;2;1;35;1;2 357,92;640,33;2;BE;28
02828489;1;1;34;4;1;1;1;36;;1 264,68;1 239,40;10;BE;24
02829084;1;2;36;3;3;8;2;37;;0,00;;-1;OQ;11
02829916;1;2;40;7;1;1;2;24;2;2 493,18;;16;GZ;11
02830847;1;2;40;5;1;3;1;39;;2 641,02;4 008,24;5;BE;84
02833504;1;1;47;5;2;1;1;60;;3 403,92;;1;OQ;28
02834802;1;2;63;3;1;1;1;33;;3 283,62;1 561,70;1;GZ;44
02834802;2;2;63;3;1;1;2;17;;2 324,44;;4;GZ;75
02835494;1;2;28;1;1;1;9;24;;1 042,11;716,08;1;AZ;52
02835775;1;1;61;4;1;1;1;60;;3 023,37;378,00;9;BE;52
02836172;1;2;59;3;2;1;1;34;;1 485,77;245,15;11;GZ;75
02836428;1;2;43;7;1;1;1;35;;2 217,11;1 493,31;6;OQ;84
02837079;1;1;39;3;1;1;2;24;;1 197,76;;1;MN;44
02838605;1;1;40;3;2;1;1;28;;3 929,38;377,65;2;RU;52
02838830;1;1;40;1;1;1;1;37;;3 175,32;;2;OQ;53
02838874;1;1;56;1;1;1;2;23;;2 015,74;491,10;1;BE;84
02838874;2;1;56;1;1;1;2;10;;1 041,11;1 339,11;3;BE;84
02838951;1;1;54;3;1;1;1;40;;2 380,99;554,11;2;MN;44
02841651;1;2;22;4;1;2;9;25;;999 999,00;;1;BE;52
02841829;1;1;61;1;1;1;1;46;;1 074,60;;2;GZ;93
02841829;2;1;61;1;1;1;1;23;;2 972,52;219,75;8;BE;84
02842304;1;2;54;4;1;1;1;49;;4 185,12;2 007,31;3;JZ;11
02842586;1;1;49;7;1;1;2;10;;2 115,65;944,02;1;OQ;28
02843042;1;1;28;6;1;1;1;37;;3 332,74;;11;OQ;44
02844395;1;2;35;9;1;1;1;40;;3 316,56;;2;OQ;44
02847648;1;2;41;3;1;1;1;50;;2 683,12;435,60;4;OQ;11
02850534;1;2;28;6;1;1;1;45;;5 327,15;4 088,85;12;BE;76
02851283;1;2;42;3;3;8;1;52;;0,00;;-1;AZ;24
